anio;mes;dia_mes;dia_semana;semana_anio;trimestre;es_fin_semana;es_feriado;temperatura_max;temperatura_min;temperatura_promedio;precipitacion;condicion_clima_Lluvioso;condicion_clima_Nublado;condicion_clima_Soleado;es_dia_lluvia;lluvia_categorica;total_pacientes;pacientes_rayos_x;pacientes_mamografia;pacientes_ecografia;pacientes_laboratorio;pacientes_densitometria
2021;8;30;0;35;3;0;1;26.7;23.0;24.7;17.5;0;1;0;0;0;122;0;0;0;55;0
2021;8;31;1;35;3;0;0;31.5;22.2;26.1;0.0;0;1;0;0;0;558;5;1;3;209;1
2021;9;1;2;35;3;0;0;33.0;23.7;27.8;0.0;0;1;0;0;0;552;6;2;4;256;2
2021;9;2;3;35;3;0;0;33.7;24.4;28.3;0.3;0;0;1;0;0;484;1;0;5;213;2
2021;9;3;4;35;3;0;0;34.8;24.4;28.7;0.8;0;0;1;0;0;499;2;1;5;258;1
2021;9;4;5;35;3;1;0;34.8;25.6;29.6;0.0;0;1;0;0;0;316;0;0;8;148;1
2021;9;5;6;35;3;1;0;32.2;25.2;28.0;0.5;0;1;0;0;0;83;0;0;0;53;0
2021;9;6;0;36;3;0;0;26.7;23.0;25.1;13.8;0;1;0;0;0;577;0;1;5;281;1
2021;9;7;1;36;3;0;0;31.9;23.3;26.5;0.8;0;1;0;0;0;450;9;1;4;208;1
2021;9;8;2;36;3;0;0;33.7;22.2;28.3;0.0;0;0;1;0;0;456;1;1;5;212;0
2021;9;9;3;36;3;0;0;34.1;25.6;28.5;1.8;0;1;0;0;0;401;2;0;2;182;1
2021;9;10;4;36;3;0;0;27.0;22.6;24.7;21.8;1;0;0;1;1;357;3;1;2;177;2
2021;9;11;5;36;3;1;0;28.1;21.5;24.2;0.0;0;1;0;0;0;341;2;0;2;149;0
2021;9;12;6;36;3;1;0;31.5;22.2;26.7;0.0;0;1;0;0;0;89;0;0;0;56;0
2021;9;13;0;37;3;0;0;33.3;24.1;28.2;0.0;0;0;1;0;0;621;2;2;4;291;4
2021;9;14;1;37;3;0;0;34.4;25.2;29.1;0.0;0;0;1;0;0;490;20;0;7;190;1
2021;9;15;2;37;3;0;0;34.1;25.2;29.0;0.0;0;0;1;0;0;455;3;1;4;211;1
2021;9;16;3;37;3;0;0;27.4;22.2;24.2;6.3;0;1;0;0;0;400;0;1;7;186;1
2021;9;17;4;37;3;0;0;28.9;22.2;25.2;0.8;0;1;0;0;0;457;2;0;5;214;0
2021;9;18;5;37;3;1;0;32.2;23.0;27.4;0.0;0;0;1;0;0;346;2;0;3;153;1
2021;9;19;6;37;3;1;0;33.3;25.2;28.8;0.8;0;0;1;0;0;95;1;0;0;59;0
2021;9;20;0;38;3;0;0;33.7;24.4;28.6;0.0;0;0;1;0;0;489;4;2;2;226;3
2021;9;21;1;38;3;0;0;30.4;23.7;26.3;2.3;0;1;0;0;0;396;2;1;3;171;0
2021;9;22;2;38;3;0;0;28.1;22.6;25.2;9.3;0;1;0;0;0;372;1;3;2;153;1
2021;9;23;3;38;3;0;0;31.5;22.6;26.6;0.8;0;1;0;0;0;366;0;2;0;167;2
2021;9;24;4;38;3;0;0;28.9;24.4;25.9;4.5;0;1;0;0;0;307;1;0;1;96;3
2021;9;25;5;38;3;1;0;31.5;24.4;27.1;1.3;0;1;0;0;0;231;6;0;2;83;1
2021;9;26;6;38;3;1;0;31.5;23.7;27.0;0.0;0;1;0;0;0;138;5;0;1;91;0
2021;9;27;0;39;3;0;0;34.4;24.1;28.2;0.0;0;0;1;0;0;523;4;1;5;206;1
2021;9;28;1;39;3;0;0;34.1;24.4;28.8;0.0;0;0;1;0;0;500;2;2;3;230;1
2021;9;29;2;39;3;0;0;32.6;22.6;26.7;15.8;0;1;0;0;0;363;1;1;0;150;3
2021;9;30;3;39;3;0;0;30.7;22.2;26.4;0.0;0;1;0;0;0;390;2;1;3;141;1
2021;10;1;4;39;4;0;0;34.1;24.1;28.5;0.0;0;1;0;0;0;415;6;0;5;207;2
2021;10;2;5;39;4;1;0;33.3;25.2;28.4;0.8;0;1;0;0;0;276;1;1;7;106;0
2021;10;3;6;39;4;1;0;34.1;24.1;28.3;0.0;0;1;0;0;0;137;1;0;1;83;0
2021;10;4;0;40;4;0;0;30.4;22.6;26.7;1.5;0;1;0;0;0;515;3;0;5;229;2
2021;10;5;1;40;4;0;0;25.9;24.1;24.9;6.5;0;1;0;0;0;343;1;1;3;154;3
2021;10;6;2;40;4;0;0;30.0;23.3;26.0;1.0;0;1;0;0;0;419;1;1;3;168;2
2021;10;7;3;40;4;0;0;31.5;23.3;27.2;1.0;0;1;0;0;0;408;0;3;1;219;2
2021;10;8;4;40;4;0;1;33.0;23.7;28.0;0.0;0;1;0;0;0;187;0;0;1;101;0
2021;10;9;5;40;4;1;0;30.0;24.1;27.5;1.0;0;1;0;0;0;356;0;1;4;175;0
2021;10;10;6;40;4;1;0;34.1;25.6;29.1;0.0;0;1;0;0;0;58;0;0;0;28;0
2021;10;11;0;41;4;0;0;35.2;24.8;29.5;1.3;0;0;1;0;0;482;2;1;1;176;1
2021;10;12;1;41;4;0;0;35.6;26.3;30.3;0.0;0;1;0;0;0;481;1;3;6;238;1
2021;10;13;2;41;4;0;0;35.2;27.0;30.6;0.0;0;1;0;0;0;507;2;5;9;220;3
2021;10;14;3;41;4;0;0;35.9;27.0;30.7;0.3;0;1;0;0;0;513;3;1;5;246;2
2021;10;15;4;41;4;0;0;34.4;25.9;29.0;3.0;0;1;0;0;0;406;3;0;3;181;5
2021;10;16;5;41;4;1;0;33.0;25.9;28.4;1.5;0;1;0;0;0;329;2;2;0;166;1
2021;10;17;6;41;4;1;0;29.6;23.7;26.1;5.5;0;1;0;0;0;81;3;0;0;25;0
2021;10;18;0;42;4;0;0;29.6;24.1;26.5;5.8;0;1;0;0;0;601;7;0;3;276;1
2021;10;19;1;42;4;0;0;30.7;24.1;26.7;1.0;0;1;0;0;0;435;2;1;2;170;0
2021;10;20;2;42;4;0;0;30.0;23.0;25.9;0.0;0;1;0;0;0;413;2;3;0;184;0
2021;10;21;3;42;4;0;0;33.7;23.7;28.3;0.0;0;1;0;0;0;412;2;9;3;170;2
2021;10;22;4;42;4;0;0;35.2;24.8;29.6;0.0;0;0;1;0;0;387;5;5;6;118;1
2021;10;23;5;42;4;1;0;35.9;24.8;29.9;0.0;0;1;0;0;0;326;2;1;3;151;0
2021;10;24;6;42;4;1;0;35.9;26.3;30.6;0.0;0;0;1;0;0;91;7;0;0;35;0
2021;10;25;0;43;4;0;0;28.9;21.9;24.4;5.3;0;1;0;0;0;437;1;2;1;165;1
2021;10;26;1;43;4;0;0;29.6;22.2;25.5;0.0;0;1;0;0;0;505;5;0;2;224;2
2021;10;27;2;43;4;0;0;33.7;23.0;27.3;0.8;0;1;0;0;0;459;3;1;3;187;2
2021;10;28;3;43;4;0;0;30.7;24.1;26.3;12.3;0;1;0;0;0;381;1;3;4;181;3
2021;10;29;4;43;4;0;0;29.6;23.7;26.1;1.0;0;1;0;0;0;398;5;2;1;201;2
2021;10;30;5;43;4;1;0;34.4;23.3;28.1;0.0;0;1;0;0;0;280;0;1;1;152;1
2021;10;31;6;43;4;1;0;33.7;25.2;28.9;0.0;0;0;1;0;0;75;0;0;0;54;0
2021;11;1;0;44;4;0;1;31.9;24.8;27.7;0.0;0;1;0;0;0;148;0;0;0;87;0
2021;11;2;1;44;4;0;0;34.1;24.1;29.0;0.0;0;1;0;0;0;432;2;1;2;156;1
2021;11;3;2;44;4;0;0;32.2;24.1;26.9;14.5;0;1;0;0;0;455;1;3;2;209;2
2021;11;4;3;44;4;0;0;28.9;24.1;25.6;1.0;0;1;0;0;0;494;2;1;2;231;0
2021;11;5;4;44;4;0;0;30.7;23.7;26.4;3.8;0;1;0;0;0;409;1;0;3;190;2
2021;11;6;5;44;4;1;0;32.2;23.7;27.6;0.3;0;0;1;0;0;283;0;0;5;121;1
2021;11;7;6;44;4;1;0;33.0;24.1;28.4;0.0;0;1;0;0;0;3;0;0;0;0;0
2021;11;8;0;45;4;0;0;30.4;24.4;27.4;0.0;0;1;0;0;0;420;3;1;4;160;1
2021;11;9;1;45;4;0;0;29.6;24.1;25.8;29.8;1;0;0;1;1;378;0;2;1;185;1
2021;11;10;2;45;4;0;0;28.1;23.3;25.7;0.8;0;1;0;0;0;410;4;5;4;172;2
2021;11;11;3;45;4;0;0;28.1;23.0;25.1;3.3;0;1;0;0;0;344;5;1;4;142;2
2021;11;12;4;45;4;0;0;30.7;23.3;26.5;4.8;0;1;0;0;0;411;10;0;5;187;5
2021;11;13;5;45;4;1;0;29.3;22.6;26.0;0.0;0;1;0;0;0;255;2;0;0;100;0
2021;11;14;6;45;4;1;0;31.1;24.1;27.4;0.5;0;1;0;0;0;133;0;0;0;76;0
2021;11;15;0;46;4;0;0;34.1;24.4;28.5;0.0;0;1;0;0;0;544;3;3;2;230;1
2021;11;16;1;46;4;0;0;31.5;23.7;26.9;8.3;0;1;0;0;0;387;2;1;0;184;4
2021;11;17;2;46;4;0;0;33.0;24.4;28.0;0.3;0;1;0;0;0;425;2;1;3;204;1
2021;11;18;3;46;4;0;0;28.9;22.6;25.7;30.0;1;0;0;1;1;383;3;1;11;190;1
2021;11;19;4;46;4;0;0;27.8;23.7;25.2;22.0;1;0;0;1;1;327;3;1;5;124;0
2021;11;20;5;46;4;1;0;26.3;22.2;24.0;12.5;0;1;0;0;0;239;0;0;5;119;1
2021;11;21;6;46;4;1;0;31.1;22.2;26.0;0.3;0;1;0;0;0;67;1;0;0;30;0
2021;11;22;0;47;4;0;0;33.7;23.3;28.2;0.3;0;1;0;0;0;540;2;4;0;235;2
2021;11;23;1;47;4;0;0;29.6;25.6;27.2;15.5;0;1;0;0;0;497;2;4;7;244;2
2021;11;24;2;47;4;0;0;26.3;22.6;24.5;11.8;0;1;0;0;0;410;0;1;3;198;0
2021;11;25;3;47;4;0;0;30.7;23.0;26.8;0.8;0;1;0;0;0;410;3;2;3;192;1
2021;11;26;4;47;4;0;0;33.7;25.2;28.4;0.0;0;1;0;0;0;367;1;0;9;183;3
2021;11;27;5;47;4;1;0;31.9;22.2;27.8;0.0;0;1;0;0;0;269;2;0;3;132;1
2021;11;28;6;47;4;1;0;30.4;24.1;27.3;2.8;0;1;0;0;0;111;0;0;1;61;0
2021;11;29;0;48;4;0;0;30.0;23.3;26.2;6.3;0;1;0;0;0;546;7;0;5;232;5
2021;11;30;1;48;4;0;0;31.9;23.7;27.0;4.0;0;1;0;0;0;432;0;0;2;202;0
2021;12;1;2;48;4;0;0;33.3;23.7;28.1;0.3;0;1;0;0;0;359;3;0;2;150;0
2021;12;2;3;48;4;0;0;30.4;23.3;26.1;9.0;0;1;0;0;0;393;7;0;6;192;0
2021;12;3;4;48;4;0;0;31.9;23.7;27.3;2.0;0;1;0;0;0;342;1;2;2;137;2
2021;12;4;5;48;4;1;0;33.3;24.1;27.6;8.5;0;1;0;0;0;267;4;2;4;113;0
2021;12;5;6;48;4;1;0;28.1;24.1;25.7;6.5;0;1;0;0;0;55;2;0;0;23;0
2021;12;6;0;49;4;0;0;27.4;23.7;25.1;6.8;0;1;0;0;0;482;3;1;3;177;0
2021;12;7;1;49;4;0;0;31.9;23.3;26.8;1.0;0;1;0;0;0;325;1;2;2;139;0
2021;12;8;2;49;4;0;1;32.6;23.7;27.9;0.5;0;1;0;0;0;160;0;1;0;84;1
2021;12;9;3;49;4;0;0;28.9;24.1;25.8;13.5;0;1;0;0;0;399;2;3;2;160;3
2021;12;10;4;49;4;0;0;27.4;23.7;25.5;2.3;0;1;0;0;0;371;6;0;5;179;2
2021;12;11;5;49;4;1;0;31.5;24.1;27.1;1.3;0;1;0;0;0;260;1;1;6;123;1
2021;12;12;6;49;4;1;0;30.4;24.4;27.3;0.0;0;1;0;0;0;27;0;0;0;11;0
2021;12;13;0;50;4;0;0;32.6;24.4;27.5;6.5;0;1;0;0;0;516;4;2;10;234;2
2021;12;14;1;50;4;0;0;32.6;24.1;27.7;0.3;0;1;0;0;0;401;1;1;2;162;2
2021;12;15;2;50;4;0;0;29.6;23.0;26.6;8.0;0;1;0;0;0;426;2;1;6;225;2
2021;12;16;3;50;4;0;0;31.1;24.4;27.3;1.3;0;1;0;0;0;297;2;1;6;119;0
2021;12;17;4;50;4;0;0;30.0;24.8;26.9;0.3;0;1;0;0;0;278;4;1;2;133;0
2021;12;18;5;50;4;1;0;31.5;24.4;27.3;0.3;0;1;0;0;0;330;6;4;6;188;2
2021;12;19;6;50;4;1;0;31.9;24.8;27.7;4.8;0;1;0;0;0;84;0;0;0;47;0
2021;12;20;0;51;4;0;0;33.0;25.2;28.3;0.0;0;1;0;0;0;436;0;1;3;201;0
2021;12;21;1;51;4;0;0;32.2;25.2;28.6;0.0;0;1;0;0;0;382;0;1;4;194;1
2021;12;22;2;51;4;0;0;28.5;24.1;25.8;34.3;1;0;0;1;1;328;0;0;2;164;2
2021;12;23;3;51;4;0;0;31.1;24.1;26.8;0.8;0;1;0;0;0;409;3;0;3;220;0
2021;12;24;4;51;4;0;0;31.1;23.3;26.5;2.0;0;1;0;0;0;169;0;0;0;85;0
2021;12;25;5;51;4;1;1;34.1;24.4;28.6;1.0;0;0;1;0;0;73;0;0;0;31;0
2021;12;26;6;51;4;1;0;33.0;25.2;28.9;0.5;0;0;1;0;0;176;0;0;0;86;0
2021;12;27;0;52;4;0;0;31.5;24.4;28.0;3.5;0;1;0;0;0;550;7;3;3;208;2
2021;12;28;1;52;4;0;0;27.0;23.0;25.3;0.3;0;1;0;0;0;446;0;1;2;217;0
2021;12;29;2;52;4;0;0;30.4;24.1;26.5;11.5;0;1;0;0;0;384;4;3;3;167;2
2021;12;30;3;52;4;0;0;31.9;24.1;27.3;4.0;0;1;0;0;0;322;2;0;1;120;0
2021;12;31;4;52;4;0;0;33.7;25.2;29.0;0.3;0;0;1;0;0;308;1;0;1;170;0
2022;1;1;5;52;1;1;1;33.0;26.0;28.9;0.0;0;1;0;0;0;159;1;0;0;49;0
2022;1;2;6;52;1;1;0;33.6;24.8;29.4;0.0;0;1;0;0;0;173;1;0;1;87;0
2022;1;3;0;1;1;0;0;34.0;24.0;28.9;0.0;0;0;1;0;0;645;9;1;6;324;1
2022;1;4;1;1;1;0;0;34.0;24.8;29.1;0.0;0;0;1;0;0;470;2;0;5;221;1
2022;1;5;2;1;1;0;0;33.4;24.4;29.0;0.0;0;0;1;0;0;537;2;0;3;285;1
2022;1;6;3;1;1;0;0;34.0;23.0;29.1;0.0;0;0;1;0;0;428;3;1;4;197;0
2022;1;7;4;1;1;0;0;35.0;24.0;29.7;0.0;0;0;1;0;0;543;3;1;6;290;2
2022;1;8;5;1;1;1;0;35.0;25.0;29.5;0.0;0;0;1;0;0;285;0;0;5;136;0
2022;1;9;6;1;1;1;0;32.0;24.0;27.0;5.5;0;1;0;0;0;108;1;0;0;67;0
2022;1;10;0;2;1;0;0;30.6;23.8;26.1;2.5;0;1;0;0;0;478;1;2;5;227;1
2022;1;11;1;2;1;0;0;30.0;23.0;25.5;10.8;0;1;0;0;0;393;0;2;3;177;0
2022;1;12;2;2;1;0;0;28.3;21.0;23.8;12.5;0;1;0;0;0;415;4;2;2;201;0
2022;1;13;3;2;1;0;0;29.0;21.0;24.9;8.8;0;1;0;0;0;468;6;0;1;229;1
2022;1;14;4;2;1;0;0;33.0;22.6;27.1;2.0;0;1;0;0;0;420;1;3;3;178;0
2022;1;15;5;2;1;1;0;28.0;23.0;24.7;7.0;0;1;0;0;0;359;2;3;1;194;2
2022;1;16;6;2;1;1;0;32.0;23.3;26.8;0.0;0;1;0;0;0;139;0;0;1;98;0
2022;1;17;0;3;1;0;0;34.0;23.0;28.7;0.0;0;0;1;0;0;521;3;1;4;252;1
2022;1;18;1;3;1;0;0;34.0;25.2;29.0;0.5;0;1;0;0;0;603;1;0;2;340;1
2022;1;19;2;3;1;0;0;33.0;23.3;26.1;18.8;0;1;0;0;0;448;2;3;2;249;2
2022;1;20;3;3;1;0;0;29.0;22.0;24.5;3.5;0;1;0;0;0;400;2;0;1;188;0
2022;1;21;4;3;1;0;0;31.0;22.0;26.0;0.0;0;1;0;0;0;468;3;0;3;245;0
2022;1;22;5;3;1;1;0;32.0;24.0;26.5;0.3;0;1;0;0;0;397;2;0;1;212;0
2022;1;23;6;3;1;1;0;31.0;23.3;26.4;1.5;0;1;0;0;0;94;0;0;0;52;0
2022;1;24;0;4;1;0;0;32.0;24.0;27.0;0.5;0;1;0;0;0;630;7;1;2;261;0
2022;1;25;1;4;1;0;0;31.2;23.8;26.4;10.0;0;1;0;0;0;375;1;0;2;179;1
2022;1;26;2;4;1;0;0;30.2;22.6;26.0;0.3;0;1;0;0;0;500;3;1;2;259;0
2022;1;27;3;4;1;0;0;33.0;23.0;27.7;0.3;0;1;0;0;0;496;0;0;0;232;0
2022;1;28;4;4;1;0;0;32.0;25.0;26.8;3.3;0;1;0;0;0;380;2;2;1;191;2
2022;1;29;5;4;1;1;0;30.0;24.6;27.1;4.0;0;1;0;0;0;331;0;0;3;180;1
2022;1;30;6;4;1;1;0;25.2;22.0;23.7;9.5;0;1;0;0;0;68;0;1;0;33;0
2022;1;31;0;5;1;0;0;27.0;23.0;24.0;3.5;0;1;0;0;0;490;2;0;2;220;0
2022;2;1;1;5;1;0;0;31.0;22.2;26.9;0.0;0;1;0;0;0;399;1;3;3;190;1
2022;2;2;2;5;1;0;0;32.2;24.1;27.2;2.5;0;1;0;0;0;451;0;0;3;236;1
2022;2;3;3;5;1;0;0;31.0;23.6;25.9;5.0;0;1;0;0;0;454;0;1;5;232;2
2022;2;4;4;5;1;0;0;31.0;23.0;26.1;11.5;0;1;0;0;0;386;1;4;0;200;1
2022;2;5;5;5;1;1;0;33.0;23.0;27.9;2.8;0;1;0;0;0;273;0;2;2;134;1
2022;2;6;6;5;1;1;0;32.0;23.3;26.8;3.0;0;1;0;0;0;59;0;0;1;33;0
2022;2;7;0;6;1;0;0;25.0;22.0;24.0;19.0;0;1;0;0;0;425;1;0;2;180;2
2022;2;8;1;6;1;0;0;30.0;22.6;25.4;3.8;0;1;0;0;0;499;2;3;1;266;2
2022;2;9;2;6;1;0;0;32.0;23.7;26.3;10.8;0;1;0;0;0;358;4;0;2;161;1
2022;2;10;3;6;1;0;0;28.0;23.5;24.8;31.3;1;0;0;1;1;428;1;4;2;227;0
2022;2;11;4;6;1;0;0;32.0;23.0;27.2;7.3;0;1;0;0;0;438;3;1;9;238;2
2022;2;12;5;6;1;1;0;31.0;24.0;26.8;5.5;0;1;0;0;0;206;2;0;1;102;0
2022;2;13;6;6;1;1;0;31.0;24.0;25.8;11.0;0;1;0;0;0;71;0;0;0;50;0
2022;2;14;0;7;1;0;0;31.2;23.0;26.2;1.8;0;1;0;0;0;520;2;0;2;261;2
2022;2;15;1;7;1;0;0;30.0;22.6;24.7;23.5;1;0;0;1;1;417;3;0;1;222;1
2022;2;16;2;7;1;0;0;30.0;22.6;26.0;2.8;0;1;0;0;0;517;2;0;4;289;0
2022;2;17;3;7;1;0;0;32.0;24.0;27.0;4.8;0;1;0;0;0;369;4;1;3;156;0
2022;2;18;4;7;1;0;0;32.2;24.0;28.1;2.0;0;1;0;0;0;339;1;2;3;124;2
2022;2;19;5;7;1;1;0;32.0;25.0;28.1;8.8;0;1;0;0;0;187;0;1;1;79;1
2022;2;20;6;7;1;1;0;25.6;22.0;23.2;62.3;1;0;0;1;2;70;0;0;0;44;0
2022;2;21;0;8;1;0;0;27.0;22.0;23.7;4.0;0;1;0;0;0;388;2;2;2;129;2
2022;2;22;1;8;1;0;0;28.0;22.6;24.2;5.3;0;1;0;0;0;399;1;0;2;170;2
2022;2;23;2;8;1;0;0;28.0;20.2;25.2;1.3;0;1;0;0;0;349;0;0;0;155;0
2022;2;24;3;8;1;0;0;31.0;23.0;26.5;5.3;0;1;0;0;0;348;2;0;1;126;0
2022;2;25;4;8;1;0;0;30.4;22.4;25.4;16.3;0;1;0;0;0;363;4;2;7;150;1
2022;2;26;5;8;1;1;0;25.0;22.0;23.7;23.3;1;0;0;1;1;179;3;1;2;84;0
2022;2;27;6;8;1;1;0;32.0;22.6;26.7;8.0;0;1;0;0;0;71;0;0;0;31;0
2022;2;28;0;9;1;0;0;32.0;23.0;27.2;3.8;0;1;0;0;0;458;4;2;3;160;0
2022;3;1;1;9;1;0;0;31.4;22.6;25.3;23.0;1;0;0;1;1;267;1;0;3;96;0
2022;3;2;2;9;1;0;0;30.0;23.0;26.0;10.0;0;1;0;0;0;394;0;1;4;179;1
2022;3;3;3;9;1;0;0;32.0;24.0;26.9;5.3;0;1;0;0;0;314;6;1;5;129;0
2022;3;4;4;9;1;0;0;32.0;24.0;27.5;0.8;0;1;0;0;0;405;3;0;4;193;1
2022;3;5;5;9;1;1;0;33.0;24.8;28.3;2.0;0;1;0;0;0;212;2;0;3;88;1
2022;3;6;6;9;1;1;0;33.0;23.6;26.7;24.8;1;0;0;1;1;91;0;0;0;64;0
2022;3;7;0;10;1;0;0;27.0;23.0;24.4;21.8;1;0;0;1;1;376;1;2;4;130;1
2022;3;8;1;10;1;0;0;30.0;23.0;25.9;15.3;0;1;0;0;0;301;2;3;7;115;2
2022;3;9;2;10;1;0;0;25.0;22.6;23.6;24.5;1;0;0;1;1;350;0;0;1;188;1
2022;3;10;3;10;1;0;0;31.0;23.0;26.2;2.5;0;1;0;0;0;378;0;1;0;147;1
2022;3;11;4;10;1;0;0;29.4;24.0;25.9;4.5;0;1;0;0;0;307;0;1;6;104;2
2022;3;12;5;10;1;1;0;29.0;23.0;25.2;24.0;1;0;0;1;1;190;3;0;1;68;0
2022;3;13;6;10;1;1;0;30.4;22.6;25.9;11.5;0;1;0;0;0;66;1;0;1;37;0
2022;3;14;0;11;1;0;0;27.0;22.0;24.3;15.0;0;1;0;0;0;386;10;1;1;152;1
2022;3;15;1;11;1;0;0;29.0;22.2;25.5;5.0;0;1;0;0;0;338;4;0;5;138;3
2022;3;16;2;11;1;0;0;26.0;22.1;23.8;6.8;0;1;0;0;0;320;1;1;5;137;3
2022;3;17;3;11;1;0;0;32.2;21.0;25.2;10.0;0;1;0;0;0;380;4;0;2;176;3
2022;3;18;4;11;1;0;0;32.6;22.0;26.4;3.3;0;1;0;0;0;343;5;0;4;146;0
2022;3;19;5;11;1;1;0;32.0;25.2;27.8;3.5;0;1;0;0;0;276;0;1;0;152;0
2022;3;20;6;11;1;1;0;27.0;23.9;24.6;43.3;1;0;0;1;1;88;0;0;1;43;0
2022;3;21;0;12;1;0;0;26.0;23.0;24.5;14.3;0;1;0;0;0;439;4;4;2;176;1
2022;3;22;1;12;1;0;0;32.0;23.3;26.0;12.0;0;1;0;0;0;399;4;1;7;163;0
2022;3;23;2;12;1;0;0;31.6;23.4;27.0;2.3;0;1;0;0;0;347;0;1;1;154;1
2022;3;24;3;12;1;0;0;31.4;24.0;27.3;0.5;0;1;0;0;0;336;2;1;5;154;2
2022;3;25;4;12;1;0;0;32.2;24.0;27.7;4.5;0;1;0;0;0;400;3;0;11;175;2
2022;3;26;5;12;1;1;0;31.0;24.4;27.2;6.0;0;1;0;0;0;280;4;1;4;115;3
2022;3;27;6;12;1;1;0;31.0;23.0;26.1;4.3;0;1;0;0;0;99;0;0;0;41;0
2022;3;28;0;13;1;0;0;29.6;23.0;25.6;4.8;0;1;0;0;0;423;6;2;3;167;1
2022;3;29;1;13;1;0;0;31.0;25.0;26.8;3.3;0;1;0;0;0;354;0;0;5;154;0
2022;3;30;2;13;1;0;0;32.0;25.0;27.9;1.5;0;1;0;0;0;440;3;0;6;194;2
2022;3;31;3;13;1;0;0;32.0;24.0;27.8;2.3;0;0;1;0;0;342;3;1;1;136;2
2022;4;1;4;13;2;0;0;25.2;20.0;22.4;30.5;1;0;0;1;1;248;3;1;3;115;2
2022;4;2;5;13;2;1;0;27.0;20.0;23.1;8.3;0;1;0;0;0;329;4;1;5;159;1
2022;4;3;6;13;2;1;0;28.6;21.1;24.8;0.0;0;1;0;0;0;121;0;0;0;69;0
2022;4;4;0;14;2;0;0;31.0;24.3;27.3;0.0;0;1;0;0;0;91;0;0;1;42;0
2022;4;5;1;14;2;0;0;32.8;24.0;28.4;0.0;0;1;0;0;0;103;1;0;0;70;0
2022;4;6;2;14;2;0;0;29.0;23.0;25.4;16.0;0;1;0;0;0;307;3;0;2;109;0
2022;4;7;3;14;2;0;0;32.0;24.0;27.4;0.3;0;1;0;0;0;461;2;1;4;210;1
2022;4;8;4;14;2;0;0;30.2;24.0;26.4;20.5;1;0;0;1;1;379;2;0;6;174;0
2022;4;9;5;14;2;1;0;29.7;24.0;25.5;13.0;0;1;0;0;0;380;5;1;2;174;0
2022;4;10;6;14;2;1;0;30.0;23.0;24.9;0.8;0;1;0;0;0;82;1;0;0;42;0
2022;4;11;0;15;2;0;0;31.0;23.0;26.8;0.0;0;1;0;0;0;470;2;2;5;153;1
2022;4;12;1;15;2;0;0;32.0;23.7;27.8;0.8;0;1;0;0;0;391;2;1;3;170;1
2022;4;13;2;15;2;0;0;32.0;24.0;26.7;6.3;0;1;0;0;0;448;11;0;4;207;1
2022;4;14;3;15;2;0;1;31.0;24.0;27.1;1.0;0;1;0;0;0;130;1;0;0;66;0
2022;4;15;4;15;2;0;1;26.0;21.0;23.8;10.8;0;1;0;0;0;87;0;0;0;30;0
2022;4;16;5;15;2;1;0;29.6;21.0;24.7;0.0;0;1;0;0;0;369;0;0;2;178;1
2022;4;17;6;15;2;1;1;31.4;23.0;27.6;0.0;0;0;1;0;0;130;0;0;0;66;0
2022;4;18;0;16;2;0;0;30.0;23.3;26.4;0.0;0;1;0;0;0;545;4;3;0;201;2
2022;4;19;1;16;2;0;0;32.0;23.0;27.4;0.0;0;1;0;0;0;355;6;0;6;133;1
2022;4;20;2;16;2;0;0;30.0;24.0;25.9;3.3;0;1;0;0;0;412;6;0;3;150;1
2022;4;21;3;16;2;0;0;28.0;24.0;25.3;4.8;0;1;0;0;0;417;3;1;2;212;1
2022;4;22;4;16;2;0;0;31.4;24.0;26.8;0.0;0;1;0;0;0;436;3;0;1;207;3
2022;4;23;5;16;2;1;0;33.2;25.0;28.5;0.3;0;0;1;0;0;365;1;1;3;186;7
2022;4;24;6;16;2;1;0;33.4;24.5;28.4;2.3;0;1;0;0;0;137;1;0;0;78;0
2022;4;25;0;17;2;0;0;30.6;24.0;26.7;5.8;0;1;0;0;0;479;6;1;3;196;0
2022;4;26;1;17;2;0;0;32.0;25.0;27.6;0.0;0;1;0;0;0;392;4;0;4;183;0
2022;4;27;2;17;2;0;0;31.4;24.3;27.5;1.0;0;1;0;0;0;327;6;0;3;112;2
2022;4;28;3;17;2;0;0;29.0;24.0;25.7;8.3;0;1;0;0;0;417;0;1;5;176;0
2022;4;29;4;17;2;0;0;31.0;23.3;26.3;2.8;0;1;0;0;0;396;4;3;7;154;2
2022;4;30;5;17;2;1;0;32.0;23.0;26.1;3.5;0;1;0;0;0;294;1;0;7;144;1
2022;5;1;6;17;2;1;1;31.0;24.0;26.6;0.0;0;1;0;0;0;125;0;0;0;60;0
2022;5;2;0;18;2;0;0;32.6;23.0;27.6;4.0;0;0;1;0;0;569;6;0;7;249;0
2022;5;3;1;18;2;0;0;33.0;24.0;28.0;2.5;0;1;0;0;0;502;8;1;7;235;1
2022;5;4;2;18;2;0;0;28.0;21.0;23.7;6.8;0;1;0;0;0;397;4;0;7;198;1
2022;5;5;3;18;2;0;0;28.8;20.0;24.4;3.3;0;1;0;0;0;411;4;1;3;181;3
2022;5;6;4;18;2;0;0;30.0;21.9;25.7;3.8;0;1;0;0;0;317;2;1;2;145;1
2022;5;7;5;18;2;1;0;32.0;22.0;26.9;0.0;0;0;1;0;0;291;1;1;3;139;4
